150,100,1.93636,2582.75,2776.38,7.6133,,200,0.95964,2576.87,2768.8,7.2795
200,100,2.17226,2658.05,2875.27,7.8342,,200,1.08034,2654.39,2870.46,7.5066
250,100,2.40604,2733.73,2974.33,8.0332,,200,1.1988,2731.22,2970.98,7.7085
300,100,2.63876,2810.41,3074.28,8.2157,,200,1.31616,2808.55,3071.79,7.8926
400,100,3.10263,2967.85,3278.11,8.5434,,200,1.5493,2966.69,3276.55,8.2217
500,100,3.56547,3131.54,3488.09,8.8341,,200,1.78139,3130.75,3487.03,8.5132
600,100,4.02781,3301.94,3704.72,9.0975,,200,2.01297,3301.36,3703.96,8.7769
700,100,4.48986,3479.24,3928.23,9.3398,,200,2.24426,3478.81,3927.66,9.0194
800,100,4.95174,3663.53,4158.71,9.5652,,200,2.47539,3663.19,4158.27,9.245
900,100,5.41353,3854.77,4396.12,9.7767,,200,2.70643,3854.49,4395.77,9.4565
1000,100,5.87526,4052.78,4640.31,9.9764,,200,2.9374,4052.53,4640.01,9.6563
1100,100,6.33696,4257.25,4890.95,10.1658,,200,3.16834,4257.01,4890.68,9.8458
1200,100,6.79863,4467.7,5147.56,10.3462,,200,3.39927,4467.46,5147.32,10.0262
1300,100,7.2603,4683.47,5409.49,10.5182,,200,3.63018,4683.23,5409.26,10.1982
,,,,,,,,,,,
,,,,,,,,,,,
250,0.79636,2728.69,2967.59,7.5165,,,0.59512,2726.11,2964.16,7.3788,
300,0.87529,2806.69,3069.28,7.7022,,,0.65484,2804.81,3066.75,7.5661,
400,1.03151,2965.53,3274.98,8.0329,,,0.77262,2964.36,3273.41,7.8984,
500,1.18669,3129.95,3485.96,8.325,,,0.88934,3129.15,3484.89,8.1912,
600,1.34136,3300.79,3703.2,8.5892,,,1.00555,3300.22,3702.44,8.4557,
700,1.49573,3478.38,3927.1,8.8319,,,1.12147,3477.95,3926.53,8.6987,
800,1.64994,3662.85,4157.83,9.0575,,,1.23722,3662.51,4157.4,8.9244,
900,1.80406,3854.2,4395.42,9.2691,,,1.35288,3853.91,4395.06,9.1361,
1000,1.95812,4052.27,4639.71,9.4689,,,1.46847,4052.02,4639.41,9.336,
1100,2.11214,4256.77,4890.41,9.6585,,,1.58404,4256.53,4890.15,9.5255,
1200,2.26614,4467.23,5147.07,9.8389,,,1.69958,4466.99,5146.83,9.7059,
1300,2.42013,4682.99,5409.03,10.0109,,,1.81511,4682.75,5408.8,9.878,
,,,,,,,,,,,
200,0.42492,2642.91,2855.37,7.0592,0.35202,2638.91,2850.12,6.9665,,,
250,0.47436,2723.5,2960.68,7.2708,0.39383,2720.86,2957.16,7.1816,,,
300,0.52256,2802.91,3064.2,7.4598,0.43437,2801,3061.63,7.3723,,,
350,0.57012,2882.59,3167.65,7.6328,0.47424,2881.12,3165.66,7.5463,,,
400,0.61728,2963.19,3271.83,7.7937,0.51372,2962.02,3270.25,7.7078,,,
500,0.71093,3128.35,3483.82,8.0872,0.59199,3127.55,3482.75,8.002,,,
600,0.80406,3299.64,3701.67,8.3521,0.66974,3299.07,3700.91,8.2673,,,
700,0.89691,3477.52,3925.97,8.5952,0.7472,3477.08,3925.41,8.5107,,,
800,0.98959,3662.17,4156.96,8.8211,0.8245,3661.83,4156.52,8.7367,,,
900,1.08217,3853.63,4394.71,9.0329,0.90169,3853.34,4394.36,8.9485,,,
1000,1.17469,4051.76,4639.11,9.2328,0.97883,4051.51,4638.81,9.1484,,,
1100,1.26718,4256.29,4889.88,9.4224,1.05594,4256.05,4889.61,9.3381,,,
1200,1.35964,4466.76,5146.58,9.6028,1.13302,4466.52,5146.34,9.5185,,,
1300,1.4521,4682.52,5408.57,9.7749,1.21009,4682.28,5408.34,9.6906,,,
,,,,,,,,,,,
200,0.2608,2630.61,2839.25,6.8158,0.20596,2621.9,2827.86,6.6939,,,
250,0.29314,2715.46,2949.97,7.0384,0.23268,2709.91,2942.59,6.9246,,,
300,0.32411,2797.14,3056.43,7.2327,0.25794,2793.21,3051.15,7.1228,,,
350,0.35439,2878.16,3161.68,7.4088,0.28247,2875.18,3157.65,7.301,,,
400,0.38426,2959.66,3267.07,7.5715,0.30659,2957.29,3263.88,7.465,,,
500,0.44331,3125.95,3480.6,7.8672,0.35411,3124.34,3478.44,7.7621,,,
600,0.50184,3297.91,3699.38,8.1332,0.40109,3296.76,3697.85,8.0289,,,
700,0.56007,3476.22,3924.27,8.377,0.44779,3475.35,3923.14,8.2731,,,
800,0.61813,3661.14,4155.65,8.6033,0.49432,3660.46,4154.78,8.4996,,,
900,0.6761,3852.77,4393.65,8.8153,0.54075,3852.19,4392.94,8.7118,,,
1000,0.73401,4051,4638.2,9.0153,0.58712,4050.49,4637.6,8.9119,,,
1100,0.79188,4255.57,4889.08,9.2049,0.63345,4255.09,4888.55,9.1016,,,
1200,0.84974,4466.05,5145.85,9.3854,0.67977,4465.58,5145.36,9.2821,,,
1300,0.90758,4681.81,5407.87,9.5575,0.72608,4681.33,5407.41,9.4542,,,
,,,,,,,,,,,
,,,,,,,,,,,
200,0.1693,2612.74,2815.9,6.5898,0.14302,2603.09,2803.32,6.4975,,,
250,0.19235,2704.2,2935.01,6.8293,0.1635,2698.32,2927.22,6.7467,,,
300,0.21382,2789.22,3045.8,7.0316,0.18228,2785.16,3040.35,6.9533,,,
350,0.23452,2872.16,3153.59,7.212,0.20026,2869.12,3149.49,7.1359,,,
400,0.2548,2954.9,3260.66,7.3773,0.2178,2952.5,3257.42,7.3025,,,
500,0.29463,3122.72,3476.28,7.6758,0.25215,3121.1,3474.11,7.6026,,,
600,0.33393,3295.6,3696.32,7.9434,0.28596,3294.44,3694.78,7.871,,,
700,0.37294,3474.48,3922.01,8.1881,0.31947,3473.61,3920.87,8.116,,,
800,0.41177,3659.77,4153.9,8.4149,0.35281,3659.09,4153.03,8.3431,,,
900,0.45051,3851.62,4392.23,8.6272,0.38606,3851.05,4391.53,8.5555,,,
1000,0.48919,4049.98,4637,8.8274,0.41924,4049.47,4636.41,8.7558,,,
1100,0.52783,4254.61,4888.02,9.0171,0.45239,4254.14,4887.49,8.9456,,,
1200,0.56646,4465.12,5144.87,9.1977,0.48552,4464.65,5144.38,9.1262,,,
1300,0.60507,4680.86,5406.95,9.3698,0.51864,4680.39,5406.49,9.2983,,,
,,,,,,,,,,,
250,0.14184,2692.26,2919.2,6.6732,0.12497,2686.02,2910.96,6.6066,,,
300,0.15862,2781.03,3034.83,6.8844,0.14021,2776.83,3029.21,6.8226,,,
350,0.17456,2866.05,3145.35,7.0693,0.15457,2862.95,3141.18,7.0099,,,
400,0.19005,2950.09,3254.17,7.2373,0.16847,2947.66,3250.9,7.1793,,,
500,0.22029,3119.47,3471.93,7.5389,0.1955,3117.84,3469.75,7.4824,,,
600,0.24998,3293.27,3693.23,7.808,0.22199,3292.1,3691.69,7.7523,,,
700,0.27937,3472.74,3919.73,8.0535,0.24818,3471.87,3918.59,7.9983,,,
800,0.30859,3658.4,4152.15,8.2808,0.2742,3657.71,4151.27,8.2258,,,
900,0.33772,3850.47,4390.82,8.4934,0.30012,3849.9,4390.11,8.4386,,,
1000,0.36678,4048.96,4635.81,8.6938,0.32598,4048.45,4635.21,8.639,,,
1100,0.39581,4253.66,4886.95,8.8837,0.3518,4253.18,4886.42,8.829,,,
1200,0.42482,4464.18,5143.89,9.0642,0.37761,4463.71,5143.4,9.0096,,,
1300,0.45382,4679.92,5406.02,9.2364,0.4034,4679.44,5405.56,9.1817,,,
,,,,,,,,,,,
250,0.11144,2679.58,2902.46,6.5452,0.087,2662.55,2880.06,6.4084,,,
300,0.12547,2772.56,3023.5,6.7663,0.0989,2761.56,3008.81,6.6437,,,
350,0.13857,2859.81,3136.96,6.9562,0.10976,2851.84,3126.24,6.8402,,,
400,0.1512,2945.21,3247.6,7.127,0.1201,2939.03,3239.28,7.0147,,,
450,0.16353,3030.41,3357.48,7.2844,0.13014,3025.43,3350.77,7.1745,,,
500,0.17568,3116.2,3467.55,7.4316,0.13998,3112.08,3462.04,7.3233,,,
600,0.1996,3290.93,3690.14,7.7023,0.1593,3287.99,3686.25,7.596,,,
700,0.22323,3470.99,3917.45,7.9487,0.17832,3468.8,3914.59,7.8435,,,
800,0.24668,3657.03,4150.4,8.1766,0.19716,3655.3,4148.2,8.072,,,
900,0.27004,3849.33,4389.4,8.3895,0.2159,3847.89,4387.64,8.2853,,,
1000,0.29333,4047.94,4634.61,8.59,0.23458,4046.67,4633.12,8.486,,,
1100,0.31659,4252.71,4885.89,8.78,0.25322,4251.52,4884.57,8.6761,,,
1200,0.33984,4463.25,5142.92,8.9606,0.27185,4462.08,5141.7,8.8569,,,
1300,0.36306,4678.97,5405.1,9.1328,0.29046,4677.8,5403.95,9.0291,,,
,,,,,,,,,,,
250,0.07058,2644,2855.75,6.2871,—,—,—,—,,,
300,0.08114,2750.05,2993.48,6.5389,0.05884,2725.33,2960.68,6.3614,,,
350,0.09053,2843.66,3115.25,6.7427,0.06645,2826.65,3092.43,6.582,,,
400,0.09936,2932.75,3230.82,6.9211,0.07341,2919.88,3213.51,6.7689,,,
450,0.10787,3020.38,3344,7.0833,0.08003,3010.13,3330.23,6.9362,,,
500,0.11619,3107.92,3456.48,7.2337,0.08643,3099.49,3445.21,7.09,,,
600,0.13243,3285.03,3682.34,7.5084,0.09885,3279.06,3674.44,7.3688,,,
700,0.14838,3466.59,3911.72,7.7571,0.11095,3462.15,3905.94,7.6198,,,
800,0.16414,3653.58,4146,7.9862,0.12287,3650.11,4141.59,7.8502,,,
900,0.1798,3846.46,4385.87,8.1999,0.13469,3843.59,4382.34,8.0647,,,
1000,0.19541,4045.4,4631.63,8.4009,0.14645,4042.87,4628.65,8.2661,,,
1100,0.21098,4250.33,4883.26,8.5911,0.15817,4247.96,4880.63,8.4566,,,
1200,0.22652,4460.92,5140.49,8.7719,0.16987,4458.6,5138.07,8.6376,,,
1300,0.24206,4676.63,5402.81,8.9442,0.18156,4674.29,5400.52,8.8099,,,
,,,,,,,,,,,
300,0.04532,2697.94,2924.53,6.2083,0.03616,2667.22,2884.19,6.0673,,,
350,0.05194,2808.67,3068.39,6.4492,0.04223,2789.61,3042.97,6.3334,,,
400,0.05781,2906.58,3195.64,6.6458,0.04739,2892.81,3177.17,6.5407,,,
450,0.0633,2999.64,3316.15,6.8185,0.05214,2988.9,3301.76,6.7192,,,
500,0.06857,3090.92,3433.76,6.9758,0.05665,3082.2,3422.12,6.8802,,,
550,0.07368,3181.82,3550.23,7.1217,0.06101,3174.57,3540.62,7.0287,,,
600,0.07869,3273.01,3666.47,7.2588,0.06525,3266.89,3658.4,7.1676,,,
700,0.08849,3457.67,3900.13,7.5122,0.07352,3453.15,3894.28,7.4234,,,
800,0.09811,3646.62,4137.17,7.744,0.0816,3643.12,4132.74,7.6566,,,
900,0.10762,3840.71,4378.82,7.9593,0.08958,3837.84,4375.29,7.8727,,,
1000,0.11707,4040.35,4625.69,8.1612,0.09749,4037.83,4622.74,8.0751,,,
1100,0.12648,4245.61,4878.02,8.3519,0.10536,4243.26,4875.42,8.2661,,,
1200,0.13587,4456.3,5135.67,8.533,0.11321,4454,5133.28,8.4473,,,
1300,0.14526,4671.96,5398.24,8.7055,0.12106,4669.64,5395.97,8.6199,,,
,,,,,,,,,,,
300,0.02426,2590.93,2784.98,5.7905,—,—,—,—,,,
350,0.02995,2747.67,2987.3,6.13,0.02242,2699.16,2923.39,5.9442,,,
400,0.03432,2863.75,3138.28,6.3633,0.02641,2832.38,3096.46,6.2119,,,
450,0.03817,2966.66,3271.99,6.555,0.02975,2943.32,3240.83,6.4189,,,
500,0.04175,3064.3,3398.27,6.7239,0.03279,3045.77,3373.63,6.5965,,,
550,0.04516,3159.76,3521.01,6.8778,0.03564,3144.54,3500.92,6.7561,,,
600,0.04845,3254.43,3642.03,7.0205,0.03837,3241.68,3625.34,6.9028,,,
700,0.05481,3444,3882.47,7.2812,0.04358,3434.72,3870.52,7.1687,,,
800,0.06097,3636.08,4123.84,7.5173,0.04859,3628.97,4114.91,7.4077,,,
900,0.06702,3832.08,4368.26,7.735,0.05349,3826.32,4361.24,7.6272,,,
1000,0.07301,4032.81,4616.87,7.9384,0.05832,4027.81,4611.04,7.8315,,,
1100,0.07896,4238.6,4870.25,8.1299,0.06312,4233.97,4865.14,8.0236,,,
1200,0.08489,4449.45,5128.54,8.3115,0.06789,4444.93,5123.84,8.2054,,,
1300,0.0908,4665.02,5391.46,8.4842,0.07265,4660.44,5386.99,8.3783,,,
,,,,,,,,,,,
350,0.01147,2520.36,2692.41,5.442,—,—,—,—,,,
400,0.01565,2740.7,2975.44,5.881,0.00994,2619.22,2818.07,5.5539,,,
450,0.01845,2879.47,3156.15,6.1403,0.0127,2806.16,3060.06,5.9016,,,
500,0.0208,2996.52,3308.53,6.3442,0.01477,2942.82,3238.18,6.14,,,
550,0.02293,3104.71,3448.61,6.5198,0.01656,3062.34,3393.45,6.3347,,,
